Trigram,Frequency,Relative Frequency
аст,105,0.0013769408308854385
лов,105,0.0013769408308854385
всі,105,0.0013769408308854385
гар,105,0.0013769408308854385
все,104,0.0013638271086865296
вон,104,0.0013638271086865296
дух,103,0.0013507133864876207
рив,103,0.0013507133864876207
ять,102,0.0013375996642887118
мар,102,0.0013375996642887118
ива,101,0.0013244859420898027
іть,101,0.0013244859420898027
роб,100,0.0013113722198908938
ита,100,0.0013113722198908938
під,100,0.0013113722198908938
нов,99,0.001298258497691985
буд,99,0.001298258497691985
тис,98,0.001285144775493076
зав,95,0.0012458036088963491
люб,94,0.0012326898866974402
лиш,93,0.0012195761644985313
овн,92,0.0012064624422996222
род,92,0.0012064624422996222
ова,91,0.0011933487201007133
хоч,91,0.0011933487201007133
ній,90,0.0011802349979018044
нас,90,0.0011802349979018044
тан,89,0.0011671212757028955
люд,89,0.0011671212757028955
ала,89,0.0011671212757028955
тоб,89,0.0011671212757028955
ово,89,0.0011671212757028955
кри,89,0.0011671212757028955
лос,88,0.0011540075535039866
ько,88,0.0011540075535039866
ног,88,0.0011540075535039866
ами,88,0.0011540075535039866
лив,88,0.0011540075535039866
сер,87,0.0011408938313050775
рад,87,0.0011408938313050775
она,86,0.0011277801091061686
нав,86,0.0011277801091061686
сам,86,0.0011277801091061686
пок,86,0.0011277801091061686
ете,85,0.0011146663869072598
без,85,0.0011146663869072598
ень,85,0.0011146663869072598
мер,84,0.0011015526647083509
най,84,0.0011015526647083509
ват,84,0.0011015526647083509
там,84,0.0011015526647083509
бра,84,0.0011015526647083509
рок,83,0.001088438942509442
ник,83,0.001088438942509442
спо,83,0.001088438942509442
див,82,0.0010753252203105329
гор,82,0.0010753252203105329
рос,81,0.001062211498111624
бач,81,0.001062211498111624
нем,81,0.001062211498111624
вір,80,0.001049097775912715
мож,80,0.001049097775912715
рис,80,0.001049097775912715
лас,79,0.0010359840537138062
ина,79,0.0010359840537138062
хто,79,0.0010359840537138062
вся,78,0.0010228703315148973
дов,78,0.0010228703315148973
тіл,77,0.0010097566093159882
рга,77,0.0010097566093159882
ком,77,0.0010097566093159882
теб,77,0.0010097566093159882
нім,76,0.0009966428871170793
ини,76,0.0009966428871170793
ром,76,0.0009966428871170793
всь,76,0.0009966428871170793
вол,75,0.0009835291649181704
ска,75,0.0009835291649181704
дав,75,0.0009835291649181704
вес,75,0.0009835291649181704
том,74,0.0009704154427192614
итт,74,0.0009704154427192614
над,74,0.0009704154427192614
нам,74,0.0009704154427192614
доб,74,0.0009704154427192614
сво,74,0.0009704154427192614
уде,74,0.0009704154427192614
чен,73,0.0009573017205203525
ств,73,0.0009573017205203525
ичн,73,0.0009573017205203525
орі,73,0.0009573017205203525
вит,73,0.0009573017205203525
ьог,73,0.0009573017205203525
був,72,0.0009441879983214436
вин,72,0.0009441879983214436
вис,72,0.0009441879983214436
гет,71,0.0009310742761225346
пое,71,0.0009310742761225346
міс,71,0.0009310742761225346
тин,71,0.0009310742761225346
под,71,0.0009310742761225346
оби,70,0.0009179605539236257
ког,70,0.0009179605539236257
лен,70,0.0009179605539236257
ила,70,0.0009179605539236257
лис,70,0.0009179605539236257
сту,70,0.0009179605539236257
лод,70,0.0009179605539236257
має,70,0.0009179605539236257
юди,69,0.0009048468317247167
иви,69,0.0009048468317247167
бул,68,0.0008917331095258078
дні,68,0.0008917331095258078
кор,68,0.0008917331095258078
жив,67,0.0008786193873268988
или,67,0.0008786193873268988
ерт,66,0.0008655056651279899
аєт,66,0.0008655056651279899
спі,66,0.0008655056651279899
вно,66,0.0008655056651279899
ало,66,0.0008655056651279899
дів,66,0.0008655056651279899
ают,66,0.0008655056651279899
арг,66,0.0008655056651279899
оже,66,0.0008655056651279899
чин,65,0.000852391942929081
ред,65,0.000852391942929081
поч,65,0.000852391942929081
ерц,65,0.000852391942929081
вік,65,0.000852391942929081
тер,64,0.000839278220730172
яки,64,0.000839278220730172
ман,64,0.000839278220730172
нос,64,0.000839278220730172
ада,64,0.000839278220730172
обр,64,0.000839278220730172
щоб,64,0.000839278220730172
вам,64,0.000839278220730172
уже,64,0.000839278220730172
тор,63,0.0008261644985312631
пан,63,0.0008261644985312631
ерш,63,0.0008261644985312631
ели,63,0.0008261644985312631
ідн,63,0.0008261644985312631
гол,63,0.0008261644985312631
скр,63,0.0008261644985312631
гля,63,0.0008261644985312631
ван,62,0.0008130507763323541
ном,62,0.0008130507763323541
нат,62,0.0008130507763323541
літ,61,0.0007999370541334453
лад,61,0.0007999370541334453
неб,61,0.0007999370541334453
ину,61,0.0007999370541334453
вел,61,0.0007999370541334453
ючи,61,0.0007999370541334453
ран,61,0.0007999370541334453
біл,61,0.0007999370541334453
око,61,0.0007999370541334453
сло,61,0.0007999370541334453
кла,60,0.0007868233319345363
ець,60,0.0007868233319345363
рат,60,0.0007868233319345363
льк,60,0.0007868233319345363
ров,60,0.0007868233319345363
чно,60,0.0007868233319345363
ано,60,0.0007868233319345363
вни,60,0.0007868233319345363
інн,60,0.0007868233319345363
тов,60,0.0007868233319345363
есь,60,0.0007868233319345363
зві,60,0.0007868233319345363
пос,60,0.0007868233319345363
ніс,59,0.0007737096097356274
дал,59,0.0007737096097356274
руг,59,0.0007737096097356274
іти,59,0.0007737096097356274
вий,59,0.0007737096097356274
нув,59,0.0007737096097356274
бит,58,0.0007605958875367185
дно,58,0.0007605958875367185
ися,58,0.0007605958875367185
чут,58,0.0007605958875367185
дер,58,0.0007605958875367185
год,58,0.0007605958875367185
рів,58,0.0007605958875367185
той,58,0.0007605958875367185
пор,57,0.0007474821653378095
три,57,0.0007474821653378095
ачи,57,0.0007474821653378095
чит,57,0.0007474821653378095
слі,57,0.0007474821653378095
жен,56,0.0007343684431389006
вод,56,0.0007343684431389006
ага,56,0.0007343684431389006
дру,56,0.0007343684431389006
зем,56,0.0007343684431389006
душ,56,0.0007343684431389006
олі,55,0.0007212547209399916
чог,55,0.0007212547209399916
мал,55,0.0007212547209399916
зно,55,0.0007212547209399916
тре,54,0.0007081409987410827
ічн,54,0.0007081409987410827
нен,54,0.0007081409987410827
ава,54,0.0007081409987410827
ніч,54,0.0007081409987410827
рий,54,0.0007081409987410827
пів,54,0.0007081409987410827
пит,53,0.0006950272765421737
нач,53,0.0006950272765421737
тог,53,0.0006950272765421737
тич,53,0.0006950272765421737
тру,53,0.0006950272765421737
ньо,53,0.0006950272765421737
соб,53,0.0006950272765421737
ика,52,0.0006819135543432648
спр,52,0.0006819135543432648
для,52,0.0006819135543432648
аки,52,0.0006819135543432648
ени,52,0.0006819135543432648
вав,52,0.0006819135543432648
дом,52,0.0006819135543432648
вог,52,0.0006819135543432648
змі,52,0.0006819135543432648
ода,52,0.0006819135543432648
рин,52,0.0006819135543432648
емн,52,0.0006819135543432648
кру,52,0.0006819135543432648
еба,52,0.0006819135543432648
вас,52,0.0006819135543432648
бут,51,0.0006687998321443559
вій,51,0.0006687998321443559
ема,51,0.0006687998321443559
иво,51,0.0006687998321443559
пол,51,0.0006687998321443559
дум,51,0.0006687998321443559
гос,51,0.0006687998321443559
ідь,51,0.0006687998321443559
дни,50,0.0006556861099454469
алі,50,0.0006556861099454469
ває,50,0.0006556861099454469
ною,50,0.0006556861099454469
чат,50,0.0006556861099454469
ині,50,0.0006556861099454469
каз,50,0.0006556861099454469
сте,50,0.0006556861099454469
рас,50,0.0006556861099454469
ден,50,0.0006556861099454469
оти,50,0.0006556861099454469
дає,50,0.0006556861099454469
уди,50,0.0006556861099454469
утт,49,0.000642572387746538
ізн,49,0.000642572387746538
ані,49,0.000642572387746538
цей,49,0.000642572387746538
емо,49,0.000642572387746538
иро,49,0.000642572387746538
нів,49,0.000642572387746538
одо,49,0.000642572387746538
туп,49,0.000642572387746538
авс,49,0.000642572387746538
оду,49,0.000642572387746538
ест,49,0.000642572387746538
тає,49,0.000642572387746538
нні,49,0.000642572387746538
хай,49,0.000642572387746538
тур,48,0.000629458665547629
ної,48,0.000629458665547629
рет,48,0.000629458665547629
гра,48,0.000629458665547629
тим,48,0.000629458665547629
пот,48,0.000629458665547629
вши,48,0.000629458665547629
обо,48,0.000629458665547629
мій,48,0.000629458665547629
іло,47,0.0006163449433487201
ьно,47,0.0006163449433487201
ако,47,0.0006163449433487201
сни,47,0.0006163449433487201
ира,47,0.0006163449433487201
мат,47,0.0006163449433487201
мін,47,0.0006163449433487201
ане,47,0.0006163449433487201
зак,47,0.0006163449433487201
оті,47,0.0006163449433487201
дар,47,0.0006163449433487201
лий,47,0.0006163449433487201
ога,46,0.0006032312211498111
різ,46,0.0006032312211498111
нал,46,0.0006032312211498111
ожн,46,0.0006032312211498111
оха,46,0.0006032312211498111
ося,46,0.0006032312211498111
чні,46,0.0006032312211498111
усі,46,0.0006032312211498111
оба,46,0.0006032312211498111
тар,46,0.0006032312211498111
крі,46,0.0006032312211498111
йма,46,0.0006032312211498111
трі,46,0.0006032312211498111
ско,46,0.0006032312211498111
дин,45,0.0005901174989509022
вил,45,0.0005901174989509022
лик,45,0.0005901174989509022
сил,45,0.0005901174989509022
вої,45,0.0005901174989509022
бли,45,0.0005901174989509022
уло,45,0.0005901174989509022
зви,45,0.0005901174989509022
вид,45,0.0005901174989509022
тих,45,0.0005901174989509022
адо,45,0.0005901174989509022
оче,45,0.0005901174989509022
діт,45,0.0005901174989509022
йте,45,0.0005901174989509022
ких,44,0.0005770037767519933
ків,44,0.0005770037767519933
нає,44,0.0005770037767519933
ави,44,0.0005770037767519933
омі,44,0.0005770037767519933
льш,44,0.0005770037767519933
нев,44,0.0005770037767519933
лят,44,0.0005770037767519933
бог,44,0.0005770037767519933
оет,43,0.0005638900545530843
ара,43,0.0005638900545530843
ким,43,0.0005638900545530843
дій,43,0.0005638900545530843
тів,43,0.0005638900545530843
рим,43,0.0005638900545530843
йом,43,0.0005638900545530843
свя,43,0.0005638900545530843
они,43,0.0005638900545530843
епе,43,0.0005638900545530843
ани,43,0.0005638900545530843
очу,43,0.0005638900545530843
лян,43,0.0005638900545530843
ото,43,0.0005638900545530843
каж,43,0.0005638900545530843
сюд,43,0.0005638900545530843
раг,42,0.0005507763323541754
ера,42,0.0005507763323541754
гли,42,0.0005507763323541754
вих,42,0.0005507763323541754
слу,42,0.0005507763323541754
удо,42,0.0005507763323541754
нут,42,0.0005507763323541754
івн,42,0.0005507763323541754
реб,42,0.0005507763323541754
льт,41,0.0005376626101552664
тав,41,0.0005376626101552664
тва,41,0.0005376626101552664
гре,41,0.0005376626101552664
ахо,41,0.0005376626101552664
чни,41,0.0005376626101552664
ове,41,0.0005376626101552664
оки,41,0.0005376626101552664
аві,41,0.0005376626101552664
амо,41,0.0005376626101552664
кох,41,0.0005376626101552664
ізь,41,0.0005376626101552664
мно,41,0.0005376626101552664
обу,40,0.0005245488879563575
іде,40,0.0005245488879563575
ивс,40,0.0005245488879563575
гне,40,0.0005245488879563575
пом,40,0.0005245488879563575
кар,40,0.0005245488879563575
асн,40,0.0005245488879563575
аже,40,0.0005245488879563575
тат,40,0.0005245488879563575
мог,40,0.0005245488879563575
сел,40,0.0005245488879563575
важ,39,0.0005114351657574486
тал,39,0.0005114351657574486
аді,39,0.0005114351657574486
ома,39,0.0005114351657574486
ено,39,0.0005114351657574486
ука,39,0.0005114351657574486
дос,39,0.0005114351657574486
існ,39,0.0005114351657574486
ими,39,0.0005114351657574486
аче,39,0.0005114351657574486
гом,39,0.0005114351657574486
яка,39,0.0005114351657574486
аро,39,0.0005114351657574486
док,39,0.0005114351657574486
теп,39,0.0005114351657574486
хор,39,0.0005114351657574486
щос,39,0.0005114351657574486
ьни,38,0.0004983214435585396
бур,38,0.0004983214435585396
ноч,38,0.0004983214435585396
дат,38,0.0004983214435585396
сно,38,0.0004983214435585396
ама,38,0.0004983214435585396
вчи,38,0.0004983214435585396
анц,38,0.0004983214435585396
сні,38,0.0004983214435585396
мол,38,0.0004983214435585396
чим,38,0.0004983214435585396
ляд,38,0.0004983214435585396
пал,38,0.0004983214435585396
заг,38,0.0004983214435585396
бер,38,0.0004983214435585396
йде,38,0.0004983214435585396
мни,38,0.0004983214435585396
ора,37,0.0004852077213596307
ідк,37,0.0004852077213596307
зах,37,0.0004852077213596307
има,37,0.0004852077213596307
аза,37,0.0004852077213596307
ент,37,0.0004852077213596307
віч,37,0.0004852077213596307
ніш,37,0.0004852077213596307
ков,37,0.0004852077213596307
ову,37,0.0004852077213596307
ена,37,0.0004852077213596307
орт,37,0.0004852077213596307
міл,37,0.0004852077213596307
зни,36,0.0004720939991607218
ерн,36,0.0004720939991607218
спа,36,0.0004720939991607218
очи,36,0.0004720939991607218
оси,36,0.0004720939991607218
ший,36,0.0004720939991607218
озв,36,0.0004720939991607218
вир,36,0.0004720939991607218
дна,36,0.0004720939991607218
ути,36,0.0004720939991607218
пог,36,0.0004720939991607218
огл,36,0.0004720939991607218
рай,36,0.0004720939991607218
рни,36,0.0004720939991607218
смі,36,0.0004720939991607218
ган,35,0.00045898027696181286
сме,35,0.00045898027696181286
йсь,35,0.00045898027696181286
яко,35,0.00045898027696181286
лом,35,0.00045898027696181286
ціл,35,0.00045898027696181286
дей,35,0.00045898027696181286
сім,35,0.00045898027696181286
ато,35,0.00045898027696181286
піз,35,0.00045898027696181286
зум,35,0.00045898027696181286
умі,35,0.00045898027696181286
чар,35,0.00045898027696181286
анд,35,0.00045898027696181286
чор,35,0.00045898027696181286
ьом,35,0.00045898027696181286
оре,35,0.00045898027696181286
іли,35,0.00045898027696181286
іме,34,0.0004458665547629039
ору,34,0.0004458665547629039
утн,34,0.0004458665547629039
хов,34,0.0004458665547629039
ети,34,0.0004458665547629039
оча,34,0.0004458665547629039
ихо,34,0.0004458665547629039
рир,34,0.0004458665547629039
зда,34,0.0004458665547629039
баг,34,0.0004458665547629039
рце,34,0.0004458665547629039
вні,34,0.0004458665547629039
юбо,34,0.0004458665547629039
нез,34,0.0004458665547629039
аду,34,0.0004458665547629039
рем,34,0.0004458665547629039
емл,34,0.0004458665547629039
хен,34,0.0004458665547629039
азу,34,0.0004458665547629039
руд,34,0.0004458665547629039
ньк,34,0.0004458665547629039
осо,33,0.00043275283256399497
еді,33,0.00043275283256399497
цьк,33,0.00043275283256399497
віс,33,0.00043275283256399497
ики,33,0.00043275283256399497
окі,33,0.00043275283256399497
аці,33,0.00043275283256399497
либ,33,0.00043275283256399497
піс,33,0.00043275283256399497
рот,33,0.00043275283256399497
яти,33,0.00043275283256399497
ило,33,0.00043275283256399497
оно,33,0.00043275283256399497
інш,33,0.00043275283256399497
іва,33,0.00043275283256399497
зас,33,0.00043275283256399497
абу,33,0.00043275283256399497
чуд,33,0.00043275283256399497
бою,33,0.00043275283256399497
себ,33,0.00043275283256399497
дьм,33,0.00043275283256399497
еть,33,0.00043275283256399497
дай,33,0.00043275283256399497
аси,32,0.000419639110365086
кої,32,0.000419639110365086
тні,32,0.000419639110365086
ажа,32,0.000419639110365086
вищ,32,0.000419639110365086
рні,32,0.000419639110365086
нит,32,0.000419639110365086
кон,32,0.000419639110365086
дра,32,0.000419639110365086
лід,32,0.000419639110365086
рук,32,0.000419639110365086
еле,32,0.000419639110365086
ері,32,0.000419639110365086
нап,32,0.000419639110365086
ино,32,0.000419639110365086
тро,32,0.000419639110365086
чис,32,0.000419639110365086
тит,32,0.000419639110365086
кро,32,0.000419639110365086
тод,32,0.000419639110365086
сла,32,0.000419639110365086
зро,32,0.000419639110365086
чер,32,0.000419639110365086
раю,32,0.000419639110365086
уго,32,0.000419639110365086
бла,32,0.000419639110365086
аєш,32,0.000419639110365086
мил,32,0.000419639110365086
ька,31,0.00040652538816617707
тни,31,0.00040652538816617707
тві,31,0.00040652538816617707
скл,31,0.00040652538816617707
орч,31,0.00040652538816617707
іта,31,0.00040652538816617707
іла,31,0.00040652538816617707
авн,31,0.00040652538816617707
ниц,31,0.00040652538816617707
оме,31,0.00040652538816617707
пла,31,0.00040652538816617707
між,31,0.00040652538816617707
зат,31,0.00040652538816617707
вча,31,0.00040652538816617707
тив,31,0.00040652538816617707
нак,31,0.00040652538816617707
иві,31,0.00040652538816617707
вля,31,0.00040652538816617707
иск,31,0.00040652538816617707
арт,31,0.00040652538816617707
мав,31,0.00040652538816617707
арі,31,0.00040652538816617707
нят,31,0.00040652538816617707
пад,31,0.00040652538816617707
пус,31,0.00040652538816617707
іте,30,0.0003934116659672681
ату,30,0.0003934116659672681
мор,30,0.0003934116659672681
елі,30,0.0003934116659672681
ади,30,0.0003934116659672681
реч,30,0.0003934116659672681
аве,30,0.0003934116659672681
нти,30,0.0003934116659672681
ьма,30,0.0003934116659672681
аюч,30,0.0003934116659672681
оку,30,0.0003934116659672681
мет,30,0.0003934116659672681
асо,30,0.0003934116659672681
лів,30,0.0003934116659672681
агн,30,0.0003934116659672681
лав,30,0.0003934116659672681
дії,30,0.0003934116659672681
айд,30,0.0003934116659672681
вят,30,0.0003934116659672681
есе,30,0.0003934116659672681
хан,30,0.0003934116659672681
ече,30,0.0003934116659672681
бри,30,0.0003934116659672681
стя,30,0.0003934116659672681
дур,30,0.0003934116659672681
ушу,29,0.00038029794376835923
рев,29,0.00038029794376835923
рам,29,0.00038029794376835923
гат,29,0.00038029794376835923
сьо,29,0.00038029794376835923
цій,29,0.00038029794376835923
дес,29,0.00038029794376835923
вст,29,0.00038029794376835923
рил,29,0.00038029794376835923
есн,29,0.00038029794376835923
сит,29,0.00038029794376835923
раж,29,0.00038029794376835923
ула,29,0.00038029794376835923
нес,29,0.00038029794376835923
ліз,29,0.00038029794376835923
авд,29,0.00038029794376835923
вда,29,0.00038029794376835923
ску,29,0.00038029794376835923
айн,29,0.00038029794376835923
поб,29,0.00038029794376835923
арн,29,0.00038029794376835923
очі,29,0.00038029794376835923
млі,29,0.00038029794376835923
етх,29,0.00038029794376835923
тхе,29,0.00038029794376835923
нни,29,0.00038029794376835923
щас,29,0.00038029794376835923
айт,29,0.00038029794376835923
зап,28,0.0003671842215694503
кни,28,0.0003671842215694503
йшл,28,0.0003671842215694503
мит,28,0.0003671842215694503
дан,28,0.0003671842215694503
ухо,28,0.0003671842215694503
ико,28,0.0003671842215694503
гро,28,0.0003671842215694503
зам,28,0.0003671842215694503
омо,28,0.0003671842215694503
воє,28,0.0003671842215694503
ійн,28,0.0003671842215694503
бов,28,0.0003671842215694503
ума,28,0.0003671842215694503
авж,28,0.0003671842215694503
ерд,28,0.0003671842215694503
усе,28,0.0003671842215694503
осл,28,0.0003671842215694503
гад,28,0.0003671842215694503
лег,28,0.0003671842215694503
вар,28,0.0003671842215694503
ота,28,0.0003671842215694503
дуж,28,0.0003671842215694503
грі,28,0.0003671842215694503
кав,28,0.0003671842215694503
уха,28,0.0003671842215694503
блу,28,0.0003671842215694503
иве,28,0.0003671842215694503
дор,28,0.0003671842215694503
юдс,27,0.00035407049937054134
пис,27,0.00035407049937054134
лет,27,0.00035407049937054134
йно,27,0.00035407049937054134
рог,27,0.00035407049937054134
хом,27,0.00035407049937054134
вив,27,0.00035407049937054134
тем,27,0.00035407049937054134
езі,27,0.00035407049937054134
вим,27,0.00035407049937054134
ток,27,0.00035407049937054134
віл,27,0.00035407049937054134
сол,27,0.00035407049937054134
ана,27,0.00035407049937054134
тел,27,0.00035407049937054134
аго,27,0.00035407049937054134
кає,27,0.00035407049937054134
окл,27,0.00035407049937054134
оні,27,0.00035407049937054134
уче,27,0.00035407049937054134
іка,27,0.00035407049937054134
осп,27,0.00035407049937054134
які,27,0.00035407049937054134
кін,27,0.00035407049937054134
еля,27,0.00035407049937054134
тий,27,0.00035407049937054134
оль,26,0.0003409567771716324
жні,26,0.0003409567771716324
уль,26,0.0003409567771716324
лях,26,0.0003409567771716324
кам,26,0.0003409567771716324
кою,26,0.0003409567771716324
оез,26,0.0003409567771716324
аку,26,0.0003409567771716324
річ,26,0.0003409567771716324
зве,26,0.0003409567771716324
руж,26,0.0003409567771716324
ака,26,0.0003409567771716324
урн,26,0.0003409567771716324
озу,26,0.0003409567771716324
отр,26,0.0003409567771716324
рта,26,0.0003409567771716324
івч,26,0.0003409567771716324
пут,26,0.0003409567771716324
лит,26,0.0003409567771716324
ожи,26,0.0003409567771716324
вай,26,0.0003409567771716324
юби,26,0.0003409567771716324
йду,26,0.0003409567771716324
сид,26,0.0003409567771716324
гед,25,0.00032784305497272345
ури,25,0.00032784305497272345
обл,25,0.00032784305497272345
чом,25,0.00032784305497272345
изн,25,0.00032784305497272345
ача,25,0.00032784305497272345
кож,25,0.00032784305497272345
ант,25,0.00032784305497272345
охо,25,0.00032784305497272345
ася,25,0.00032784305497272345
лек,25,0.00032784305497272345
ген,25,0.00032784305497272345
ілі,25,0.00032784305497272345
цьо,25,0.00032784305497272345
пив,25,0.00032784305497272345
зан,25,0.00032784305497272345
сяк,25,0.00032784305497272345
ань,25,0.00032784305497272345
нар,25,0.00032784305497272345
сіх,25,0.00032784305497272345
ану,25,0.00032784305497272345
дрі,25,0.00032784305497272345
хви,25,0.00032784305497272345
зли,25,0.00032784305497272345
вип,25,0.00032784305497272345
ата,25,0.00032784305497272345
бив,25,0.00032784305497272345
гру,25,0.00032784305497272345
одя,25,0.00032784305497272345
зло,25,0.00032784305497272345
лин,25,0.00032784305497272345
усь,25,0.00032784305497272345
кос,25,0.00032784305497272345
жди,25,0.00032784305497272345
огн,25,0.00032784305497272345
іри,24,0.0003147293327738145
адн,24,0.0003147293327738145
дсь,24,0.0003147293327738145
зра,24,0.0003147293327738145
ійс,24,0.0003147293327738145
осв,24,0.0003147293327738145
шля,24,0.0003147293327738145
діл,24,0.0003147293327738145
еті,24,0.0003147293327738145
умо,24,0.0003147293327738145
зад,24,0.0003147293327738145
зір,24,0.0003147293327738145
ійм,24,0.0003147293327738145
удь,24,0.0003147293327738145
рош,24,0.0003147293327738145
уки,24,0.0003147293327738145
озі,24,0.0003147293327738145
теж,24,0.0003147293327738145
іба,24,0.0003147293327738145
ніт,24,0.0003147293327738145
бід,24,0.0003147293327738145
дія,23,0.00030161561057490555
кій,23,0.00030161561057490555
вті,23,0.00030161561057490555
ням,23,0.00030161561057490555
уєт,23,0.00030161561057490555
ежи,23,0.00030161561057490555
рес,23,0.00030161561057490555
лог,23,0.00030161561057490555
ули,23,0.00030161561057490555
илі,23,0.00030161561057490555
иса,23,0.00030161561057490555
здо,23,0.00030161561057490555
тяг,23,0.00030161561057490555
рну,23,0.00030161561057490555
джу,23,0.00030161561057490555
сли,23,0.00030161561057490555
дко,23,0.00030161561057490555
жал,23,0.00030161561057490555
исо,23,0.00030161561057490555
вра,23,0.00030161561057490555
удр,23,0.00030161561057490555
заб,23,0.00030161561057490555
рек,23,0.00030161561057490555
гел,23,0.00030161561057490555
вед,23,0.00030161561057490555
рон,23,0.00030161561057490555
лаг,23,0.00030161561057490555
иль,23,0.00030161561057490555
муд,23,0.00030161561057490555
гір,23,0.00030161561057490555
бож,23,0.00030161561057490555
ась,23,0.00030161561057490555
ачу,23,0.00030161561057490555
олу,23,0.00030161561057490555
рик,22,0.00028850188837599666
анг,22,0.00028850188837599666
аге,22,0.00028850188837599666
ращ,22,0.00028850188837599666
озп,22,0.00028850188837599666
ито,22,0.00028850188837599666
син,22,0.00028850188837599666
ери,22,0.00028850188837599666
ише,22,0.00028850188837599666
ерс,22,0.00028850188837599666
нки,22,0.00028850188837599666
іто,22,0.00028850188837599666
чив,22,0.00028850188837599666
рид,22,0.00028850188837599666
іши,22,0.00028850188837599666
тою,22,0.00028850188837599666
пиш,22,0.00028850188837599666
шит,22,0.00028850188837599666
инн,22,0.00028850188837599666
ряд,22,0.00028850188837599666
нок,22,0.00028850188837599666
имо,22,0.00028850188837599666
тма,22,0.00028850188837599666
юде,22,0.00028850188837599666
лиц,22,0.00028850188837599666
ару,22,0.00028850188837599666
упа,22,0.00028850188837599666
нде,22,0.00028850188837599666
кал,22,0.00028850188837599666
дво,22,0.00028850188837599666
ужи,22,0.00028850188837599666
ине,22,0.00028850188837599666
мні,22,0.00028850188837599666
рут,22,0.00028850188837599666
наю,22,0.00028850188837599666
ітл,22,0.00028850188837599666
хіб,22,0.00028850188837599666
ірк,22,0.00028850188837599666
хва,22,0.00028850188837599666
поп,22,0.00028850188837599666
пас,22,0.00028850188837599666
ваш,22,0.00028850188837599666
кля,22,0.00028850188837599666
нка,22,0.00028850188837599666
дім,22,0.00028850188837599666
мец,21,0.0002753881661770877
рал,21,0.0002753881661770877
лік,21,0.0002753881661770877
хоп,21,0.0002753881661770877
нсь,21,0.0002753881661770877
азн,21,0.0002753881661770877
евн,21,0.0002753881661770877
ліс,21,0.0002753881661770877
шов,21,0.0002753881661770877
маг,21,0.0002753881661770877
зго,21,0.0002753881661770877
вик,21,0.0002753881661770877
оря,21,0.0002753881661770877
рід,21,0.0002753881661770877
льс,21,0.0002753881661770877
сок,21,0.0002753881661770877
нан,21,0.0002753881661770877
зва,21,0.0002753881661770877
огу,21,0.0002753881661770877
шен,21,0.0002753881661770877
рой,21,0.0002753881661770877
ріш,21,0.0002753881661770877
